InvoiceDate,StockCode,TotalQuantity
2010-12-23,21001,1
2010-12-24,21001,1
2010-12-25,21001,1
2010-12-26,21001,1
2010-12-27,21001,1
2010-12-28,21001,1
2010-12-29,21001,1
2010-12-30,21001,1
2010-12-31,21001,1
2011-01-01,21001,1
2011-01-02,21001,1
2011-01-03,21001,1
2011-01-04,21001,1
2011-01-05,21001,1
2011-01-06,21001,2
2011-01-07,21001,1
2011-01-08,21001,1
2011-01-09,21001,1
2011-01-10,21001,1
2011-01-11,21001,1
2011-01-12,21001,5
2011-01-13,21001,1
2011-01-14,21001,1
2011-01-15,21001,1
2011-01-16,21001,1
2011-01-17,21001,1
2011-01-18,21001,1
2011-01-19,21001,1
2011-01-20,21001,1
2011-01-21,21001,1
2011-01-22,21001,1
2011-01-23,21001,1
2011-01-24,21001,1
2011-01-25,21001,1
2011-01-26,21001,1
2011-01-27,21001,1
2011-01-28,21001,1
2011-01-29,21001,1
2011-01-30,21001,1
2011-01-31,21001,1
2011-02-01,21001,2
2011-02-02,21001,1
2011-02-03,21001,1
2011-02-04,21001,1
2011-02-05,21001,1
2011-02-06,21001,1
2011-02-07,21001,1
2011-02-08,21001,2
2011-02-09,21001,1
2011-02-10,21001,1
2011-02-11,21001,2
2011-02-12,21001,1
2011-02-13,21001,1
2011-02-14,21001,1
2011-02-15,21001,1
2011-02-16,21001,1
2011-02-17,21001,5
2011-02-18,21001,1
2011-02-19,21001,1
2011-02-20,21001,1
2011-02-21,21001,1
2011-02-22,21001,1
2011-02-23,21001,1
2011-02-24,21001,1
2011-02-25,21001,1
2011-02-26,21001,1
2011-02-27,21001,1
2011-02-28,21001,1
2011-03-01,21001,2
2011-03-02,21001,1
2011-03-03,21001,1
2011-03-04,21001,1
2011-03-05,21001,1
2011-03-06,21001,1
2011-03-07,21001,1
2011-03-08,21001,1
2011-03-09,21001,1
2011-03-10,21001,1
2011-03-11,21001,1
2011-03-12,21001,1
2011-03-13,21001,1
2011-03-14,21001,1
2011-03-15,21001,1
2011-03-16,21001,1
2011-03-17,21001,3
2011-03-18,21001,1
2011-03-19,21001,1
2011-03-20,21001,1
2011-03-21,21001,1
2011-03-22,21001,1
2011-03-23,21001,4
2011-03-24,21001,1
2011-03-25,21001,1
2011-03-26,21001,1
2011-03-27,21001,1
2011-03-28,21001,1
2011-03-29,21001,1
2011-03-30,21001,2
2011-03-31,21001,1
2011-04-01,21001,1
2011-04-02,21001,1
2011-04-03,21001,1
2011-04-04,21001,1
2011-04-05,21001,1
2011-04-06,21001,1
2011-04-07,21001,1
2011-04-08,21001,2
2011-04-09,21001,1
2011-04-10,21001,1
2011-04-11,21001,1
2011-04-12,21001,1
2011-04-13,21001,1
2011-04-14,21001,1
2011-04-15,21001,1
2011-04-16,21001,1
2011-04-17,21001,1
2011-04-18,21001,1
2011-04-19,21001,1
2011-04-20,21001,1
2011-04-21,21001,1
2011-04-22,21001,1
2011-04-23,21001,1
2011-04-24,21001,1
2011-04-25,21001,1
2011-04-26,21001,1
2011-04-27,21001,1
2011-04-28,21001,1
2011-04-29,21001,1
2011-04-30,21001,1
2011-05-01,21001,1
2011-05-02,21001,1
2011-05-03,21001,1
2011-05-04,21001,1
2011-05-05,21001,2
2011-05-06,21001,1
2011-05-07,21001,1
2011-05-08,21001,1
2011-05-09,21001,1
2011-05-10,21001,2
2011-05-11,21001,1
2011-05-12,21001,1
2011-05-13,21001,1
2011-05-14,21001,1
2011-05-15,21001,1
2011-05-16,21001,1
2011-05-17,21001,1
2011-05-18,21001,1
2011-05-19,21001,1
2011-05-20,21001,1
2011-05-21,21001,1
2011-05-22,21001,1
2011-05-23,21001,1
2011-05-24,21001,1
2011-05-25,21001,2
2011-05-26,21001,1
2011-05-27,21001,1
2011-05-28,21001,1
2011-05-29,21001,1
2011-05-30,21001,1
2011-05-31,21001,1
2011-06-01,21001,1
2011-06-02,21001,1
2011-06-03,21001,1
2011-06-04,21001,1
2011-06-05,21001,1
2011-06-06,21001,1
2011-06-07,21001,1
2011-06-08,21001,1
2011-06-09,21001,2
2011-06-10,21001,1
2011-06-11,21001,1
2011-06-12,21001,1
2011-06-13,21001,5
2011-06-14,21001,1
2011-06-15,21001,1
2011-06-16,21001,1
2011-06-17,21001,1
2011-06-18,21001,1
2011-06-19,21001,1
2011-06-20,21001,1
2011-06-21,21001,1
2011-06-22,21001,1
2011-06-23,21001,2
2011-06-24,21001,1
2011-06-25,21001,1
2011-06-26,21001,1
2011-06-27,21001,1
2011-06-28,21001,1
2011-06-29,21001,1
2011-06-30,21001,1
2011-07-01,21001,1
2011-07-02,21001,1
2011-07-03,21001,1
2011-07-04,21001,1
2011-07-05,21001,2
2011-07-06,21001,1
2011-07-07,21001,1
2011-07-08,21001,1
2011-07-09,21001,1
2011-07-10,21001,1
2011-07-11,21001,2
2011-07-12,21001,3
2011-07-13,21001,1
2011-07-14,21001,1
2011-07-15,21001,1
2011-07-16,21001,1
2011-07-17,21001,1
2011-07-18,21001,1
2011-07-19,21001,1
2011-07-20,21001,1
2011-07-21,21001,1
2011-07-22,21001,1
2011-07-23,21001,1
2011-07-24,21001,1
2011-07-25,21001,1
2011-07-26,21001,1
2011-07-27,21001,1
2011-07-28,21001,1
2011-07-29,21001,1
2011-07-30,21001,1
2011-07-31,21001,1
2011-08-01,21001,1
2011-08-02,21001,1
2011-08-03,21001,1
2011-08-04,21001,1
2011-08-05,21001,1
2011-08-06,21001,1
2011-08-07,21001,1
2011-08-08,21001,1
2011-08-09,21001,3
2011-08-10,21001,1
2011-08-11,21001,1
2011-08-12,21001,1
2011-08-13,21001,1
2011-08-14,21001,1
2011-08-15,21001,1
2011-08-16,21001,1
2011-08-17,21001,1
2011-08-18,21001,4
2011-08-19,21001,1
2011-08-20,21001,1
2011-08-21,21001,1
2011-08-22,21001,1
2011-08-23,21001,1
2011-08-24,21001,1
2011-08-25,21001,1
2011-08-26,21001,1
2011-08-27,21001,1
2011-08-28,21001,1
2011-08-29,21001,1
2011-08-30,21001,1
2011-08-31,21001,1
2011-09-01,21001,1
2011-09-02,21001,1
2011-09-03,21001,1
2011-09-04,21001,1
2011-09-05,21001,2
2011-09-06,21001,1
2011-09-07,21001,1
2011-09-08,21001,1
2011-09-09,21001,1
2011-09-10,21001,1
2011-09-11,21001,1
2011-09-12,21001,1
2011-09-13,21001,1
2011-09-14,21001,1
2011-09-15,21001,1
2011-09-16,21001,1
2011-09-17,21001,1
2011-09-18,21001,1
2011-09-19,21001,1
2011-09-20,21001,1
2011-09-21,21001,6
2011-09-22,21001,1
2011-09-23,21001,1
2011-09-24,21001,1
2011-09-25,21001,1
2011-09-26,21001,1
2011-09-27,21001,1
2011-09-28,21001,1
2011-09-29,21001,1
2011-09-30,21001,1
2011-10-01,21001,1
2011-10-02,21001,1
2011-10-03,21001,1
2011-10-04,21001,1
2011-10-05,21001,1
2011-10-06,21001,1
2011-10-07,21001,2
2011-10-08,21001,1
2011-10-09,21001,1
2011-10-10,21001,1
2011-10-11,21001,1
2011-10-12,21001,1
2011-10-13,21001,1
2011-10-14,21001,1
2011-10-15,21001,1
2011-10-16,21001,1
2011-10-17,21001,1
2011-10-18,21001,1
2011-10-19,21001,2
2011-10-20,21001,1
2011-10-21,21001,1
2011-10-22,21001,1
2011-10-23,21001,1
2011-10-24,21001,1
2011-10-25,21001,1
2011-10-26,21001,1
2011-10-27,21001,1
2011-10-28,21001,1
2011-10-29,21001,1
2011-10-30,21001,1
2011-10-31,21001,1
2011-11-01,21001,4
2011-11-02,21001,2
2011-11-03,21001,1
2011-11-04,21001,5
2011-11-05,21001,1
2011-11-06,21001,1
2011-11-07,21001,2
2011-11-08,21001,2
2011-11-09,21001,1
2011-11-10,21001,1
2011-11-11,21001,1
2011-11-12,21001,1
2011-11-13,21001,1
2011-11-14,21001,1
2011-11-15,21001,1
2011-11-16,21001,3
2011-11-17,21001,1
2011-11-18,21001,1
2011-11-19,21001,1
2011-11-20,21001,1
2011-11-21,21001,1
2011-11-22,21001,1
2011-11-23,21001,1
2011-11-24,21001,1
2011-11-25,21001,1
2011-11-26,21001,1
2011-11-27,21001,1
2011-11-28,21001,2
2011-11-29,21001,2
2011-11-30,21001,2
2011-12-01,21001,1
2011-12-02,21001,1
2011-12-03,21001,1
2011-12-04,21001,1
2011-12-05,21001,1
2011-12-06,21001,1
2011-12-07,21001,1
2011-12-08,21001,2
2009-12-01,22280,9
2009-12-02,22280,3
2009-12-03,22280,1
2009-12-04,22280,1
2009-12-05,22280,1
2009-12-06,22280,1
2009-12-07,22280,1
2009-12-08,22280,1
2009-12-09,22280,1
2009-12-10,22280,3
2009-12-11,22280,1
2009-12-12,22280,1
2009-12-13,22280,1
2009-12-14,22280,1
2009-12-15,22280,1
2009-12-16,22280,1
2009-12-17,22280,2
2009-12-18,22280,1
2009-12-19,22280,1
2009-12-20,22280,1
2009-12-21,22280,1
2009-12-22,22280,1
2009-12-23,22280,1
2009-12-24,22280,1
2009-12-25,22280,1
2009-12-26,22280,1
2009-12-27,22280,1
2009-12-28,22280,1
2009-12-29,22280,1
2009-12-30,22280,1
2009-12-31,22280,1
2010-01-01,22280,1
2010-01-02,22280,1
2010-01-03,22280,1
2010-01-04,22280,1
2010-01-05,22280,1
2010-01-06,22280,1
2010-01-07,22280,1
2010-01-08,22280,1
2010-01-09,22280,1
2010-01-10,22280,1
2010-01-11,22280,1
2010-01-12,22280,1
2010-01-13,22280,4
2010-01-14,22280,7
2010-01-15,22280,1
2010-01-16,22280,1
2010-01-17,22280,1
2010-01-18,22280,1
2010-01-19,22280,7
2010-01-20,22280,1
2010-01-21,22280,1
2010-01-22,22280,1
2010-01-23,22280,1
2010-01-24,22280,1
2010-01-25,22280,1
2010-01-26,22280,1
2010-01-27,22280,1
2010-01-28,22280,1
2010-01-29,22280,1
2010-01-30,22280,1
2010-01-31,22280,1
2010-02-01,22280,1
2010-02-02,22280,7
2010-02-03,22280,1
2010-02-04,22280,13
2010-02-05,22280,1
2010-02-06,22280,1
2010-02-07,22280,4
2010-02-08,22280,1
2010-02-09,22280,2
2010-02-10,22280,7
2010-02-11,22280,1
2010-02-12,22280,1
2010-02-13,22280,1
2010-02-14,22280,1
2010-02-15,22280,1
2010-02-16,22280,1
2010-02-17,22280,1
2010-02-18,22280,1
2010-02-19,22280,1
2010-02-20,22280,1
2010-02-21,22280,1
2010-02-22,22280,1
2010-02-23,22280,1
2010-02-24,22280,1
2010-02-25,22280,1
2010-02-26,22280,1
2010-02-27,22280,1
2010-02-28,22280,1
2010-03-01,22280,1
2010-03-02,22280,1
2010-03-03,22280,1
2010-03-04,22280,1
2010-03-05,22280,1
2010-03-06,22280,1
2010-03-07,22280,14
2010-03-08,22280,1
2010-03-09,22280,2
2010-03-10,22280,1
2010-03-11,22280,1
2010-03-12,22280,1
2010-03-13,22280,1
2010-03-14,22280,1
2010-03-15,22280,1
2010-03-16,22280,1
2010-03-17,22280,121
2010-03-18,22280,1
2010-03-19,22280,1
2010-03-20,22280,1
2010-03-21,22280,1
2010-03-22,22280,1
2010-03-23,22280,2
2010-03-24,22280,2
2010-03-25,22280,1
2010-03-26,22280,1
2010-03-27,22280,1
2010-03-28,22280,1
2010-03-29,22280,1
2010-03-30,22280,1
2010-03-31,22280,1
2010-04-01,22280,1
2010-04-02,22280,1
2010-04-03,22280,1
2010-04-04,22280,1
2010-04-05,22280,1
2010-04-06,22280,1
2010-04-07,22280,1
2010-04-08,22280,1
2010-04-09,22280,1
2010-04-10,22280,1
2010-04-11,22280,1
2010-04-12,22280,1
2010-04-13,22280,1
2010-04-14,22280,1
2010-04-15,22280,1
2010-04-16,22280,1
2010-04-17,22280,1
2010-04-18,22280,1
2010-04-19,22280,2
2010-04-20,22280,1
2010-04-21,22280,1
2010-04-22,22280,1
2010-04-23,22280,1
2010-04-24,22280,1
2010-04-25,22280,4
2010-04-26,22280,1
2010-04-27,22280,1
2010-04-28,22280,7
2010-04-29,22280,7
2010-04-30,22280,1
2010-05-01,22280,1
2010-05-02,22280,7
2010-05-03,22280,1
2010-05-04,22280,1
2010-05-05,22280,1
2010-05-06,22280,1
2010-05-07,22280,1
2010-05-08,22280,1
2010-05-09,22280,1
2010-05-10,22280,2
2010-05-11,22280,1
2010-05-12,22280,1
2010-05-13,22280,1
2010-05-14,22280,1
2010-05-15,22280,1
2010-05-16,22280,1
2010-05-17,22280,1
2010-05-18,22280,1
2010-05-19,22280,1
2010-05-20,22280,7
2010-05-21,22280,1
2010-05-22,22280,1
2010-05-23,22280,1
2010-05-24,22280,1
2010-05-25,22280,3
2010-05-26,22280,1
2010-05-27,22280,1
2010-05-28,22280,6
2010-05-29,22280,1
2010-05-30,22280,1
2010-05-31,22280,1
2010-06-01,22280,1
2010-06-02,22280,1
2010-06-03,22280,1
2010-06-04,22280,1
2010-06-05,22280,1
2010-06-06,22280,1
2010-06-07,22280,1
2010-06-08,22280,1
2010-06-09,22280,1
2010-06-10,22280,1
2010-06-11,22280,1
2010-06-12,22280,1
2010-06-13,22280,1
2010-06-14,22280,1
2010-06-15,22280,1
2010-06-16,22280,1
2010-06-17,22280,1
2010-06-18,22280,1
2010-06-19,22280,1
2010-06-20,22280,1
2010-06-21,22280,1
2010-06-22,22280,1
2010-06-23,22280,1
2010-06-24,22280,1
2010-06-25,22280,1
2010-06-26,22280,1
2010-06-27,22280,1
2010-06-28,22280,8
2010-06-29,22280,1
2010-06-30,22280,1
2010-07-01,22280,1
2010-07-02,22280,1
2010-07-03,22280,1
2010-07-04,22280,1
2010-07-05,22280,7
2010-07-06,22280,7
2010-07-07,22280,1
2010-07-08,22280,1
2010-07-09,22280,1
2010-07-10,22280,1
2010-07-11,22280,1
2010-07-12,22280,1
2010-07-13,22280,1
2010-07-14,22280,1
2010-07-15,22280,1
2010-07-16,22280,1
2010-07-17,22280,1
2010-07-18,22280,1
2010-07-19,22280,1
2010-07-20,22280,1
2010-07-21,22280,1
2010-07-22,22280,1
2010-07-23,22280,7
2010-07-24,22280,1
2010-07-25,22280,1
2010-07-26,22280,1
2010-07-27,22280,1
2010-07-28,22280,1
2010-07-29,22280,1
2010-07-30,22280,1
2010-07-31,22280,1
2010-08-01,22280,1
2010-08-02,22280,1
2010-08-03,22280,1
2010-08-04,22280,1
2010-08-05,22280,13
2010-08-06,22280,1
2010-08-07,22280,1
2010-08-08,22280,2
2010-08-09,22280,1
2010-08-10,22280,1
2010-08-11,22280,1
2010-08-12,22280,1
2010-08-13,22280,7
2010-08-14,22280,1
2010-08-15,22280,7
2010-08-16,22280,3
2010-08-17,22280,1
2010-08-18,22280,1
2010-08-19,22280,1
2010-08-20,22280,1
2010-08-21,22280,1
2010-08-22,22280,7
2010-08-23,22280,1
2010-08-24,22280,1
2010-08-25,22280,1
2010-08-26,22280,7
2010-08-27,22280,1
2010-08-28,22280,1
2010-08-29,22280,2
2010-08-30,22280,1
2010-08-31,22280,1
2010-09-01,22280,1
2010-09-02,22280,1
2010-09-03,22280,1
2010-09-04,22280,1
2010-09-05,22280,1
2010-09-06,22280,1
2010-09-07,22280,1
2010-09-08,22280,1
2010-09-09,22280,1
2010-09-10,22280,1
2010-09-11,22280,1
2010-09-12,22280,2
2010-09-13,22280,1
2010-09-14,22280,13
2010-09-15,22280,1
2010-09-16,22280,1
2010-09-17,22280,1
2010-09-18,22280,1
2010-09-19,22280,15
2010-09-20,22280,1
2010-09-21,22280,1
2010-09-22,22280,1
2010-09-23,22280,1
2010-09-24,22280,1
2010-09-25,22280,1
2010-09-26,22280,1
2010-09-27,22280,1
2010-09-28,22280,1
2010-09-29,22280,1
2010-09-30,22280,1
2010-10-01,22280,1
2010-10-02,22280,1
2010-10-03,22280,1
2010-10-04,22280,1
2010-10-05,22280,1
2010-10-06,22280,1
2010-10-07,22280,1
2010-10-08,22280,1
2010-10-09,22280,1
2010-10-10,22280,1
2010-10-11,22280,4
2010-10-12,22280,2
2010-10-13,22280,1
2010-10-14,22280,13
2010-10-15,22280,1
2010-10-16,22280,1
2010-10-17,22280,2
2010-10-18,22280,1
2010-10-19,22280,1
2010-10-20,22280,4
2010-10-21,22280,13
2010-10-22,22280,13
2010-10-23,22280,1
2010-10-24,22280,16
2010-10-25,22280,1
2010-10-26,22280,1
2010-10-27,22280,1
2010-10-28,22280,1
2010-10-29,22280,1
2010-10-30,22280,1
2010-10-31,22280,3
2010-11-01,22280,1
2010-11-02,22280,1
2010-11-03,22280,4
2010-11-04,22280,1
2010-11-05,22280,1
2010-11-06,22280,1
2010-11-07,22280,1
2010-11-08,22280,1
2010-11-09,22280,1
2010-11-10,22280,1
2010-11-11,22280,1
2010-11-12,22280,1
2010-11-13,22280,1
2010-11-14,22280,3
2010-11-15,22280,1
2010-11-16,22280,1
2010-11-17,22280,1
2010-11-18,22280,1
2010-11-19,22280,5
2010-11-20,22280,1
2010-11-21,22280,18
2010-11-22,22280,1
2010-11-23,22280,2
2010-11-24,22280,1
2010-11-25,22280,1
2010-11-26,22280,2
2010-11-27,22280,1
2010-11-28,22280,1
2010-11-29,22280,1
2010-11-30,22280,1
2010-12-01,22280,1
2010-12-02,22280,1
2010-12-03,22280,1
2010-12-04,22280,1
2010-12-05,22280,1
2010-12-06,22280,4
2010-12-07,22280,1
2010-12-08,22280,1
2010-12-09,22280,1
2010-12-10,22280,1
2010-12-11,22280,1
2010-12-12,22280,1
2010-12-13,22280,1
2010-12-14,22280,1
2010-12-15,22280,1
2010-12-16,22280,1
2010-12-17,22280,1
2010-12-18,22280,1
2010-12-19,22280,1
2010-12-20,22280,1
2010-12-21,22280,1
2010-12-22,22280,1
2010-12-23,22280,8
2010-12-24,22280,1
2010-12-25,22280,1
2010-12-26,22280,1
2010-12-27,22280,1
2010-12-28,22280,1
2010-12-29,22280,1
2010-12-30,22280,1
2010-12-31,22280,1
2011-01-01,22280,1
2011-01-02,22280,1
2011-01-03,22280,1
2011-01-04,22280,12
2011-01-05,22280,12
2011-01-06,22280,3
2011-01-07,22280,5
2011-01-08,22280,1
2011-01-09,22280,1
2011-01-10,22280,20
2011-01-11,22280,1
2011-01-12,22280,8
2011-01-13,22280,10
2011-01-14,22280,6
2011-01-15,22280,1
2011-01-16,22280,1
2011-01-17,22280,22
2011-01-18,22280,11
2011-01-19,22280,5
2011-01-20,22280,28
2011-01-21,22280,10
2011-01-22,22280,1
2011-01-23,22280,1
2011-01-24,22280,2
2011-01-25,22280,1
2011-01-26,22280,1
2011-01-27,22280,1
2011-01-28,22280,1
2011-01-29,22280,1
2011-01-30,22280,1
2011-01-31,22280,1
2011-02-01,22280,1
2011-02-02,22280,1
2011-02-03,22280,1
2011-02-04,22280,1
2011-02-05,22280,1
2011-02-06,22280,1
2011-02-07,22280,1
2011-02-08,22280,1
2011-02-09,22280,1
2011-02-10,22280,1
2011-02-11,22280,1
2011-02-12,22280,1
2011-02-13,22280,3
2011-02-14,22280,1
2011-02-15,22280,1
2011-02-16,22280,1
2011-02-17,22280,1
2011-02-18,22280,1
2011-02-19,22280,1
2011-02-20,22280,1
2011-02-21,22280,1
2011-02-22,22280,1
2011-02-23,22280,1
2011-02-24,22280,1
2011-02-25,22280,13
2011-02-26,22280,1
2011-02-27,22280,1
2011-02-28,22280,1
2011-03-01,22280,1
2011-03-02,22280,1
2011-03-03,22280,1
2011-03-04,22280,1
2011-03-05,22280,1
2011-03-06,22280,5
2011-03-07,22280,1
2011-03-08,22280,2
2011-03-09,22280,13
2011-03-10,22280,1
2011-03-11,22280,1
2011-03-12,22280,1
2011-03-13,22280,1
2011-03-14,22280,1
2011-03-15,22280,1
2011-03-16,22280,1
2011-03-17,22280,1
2011-03-18,22280,1
2011-03-19,22280,1
2011-03-20,22280,2
2011-03-21,22280,1
2011-03-22,22280,2
2011-03-23,22280,1
2011-03-24,22280,1
2011-03-25,22280,1
2011-03-26,22280,1
2011-03-27,22280,1
2011-03-28,22280,1
2011-03-29,22280,1
2011-03-30,22280,1
2011-03-31,22280,1
2011-04-01,22280,1
2011-04-02,22280,1
2011-04-03,22280,1
2011-04-04,22280,1
2011-04-05,22280,1
2011-04-06,22280,1
2011-04-07,22280,1
2011-04-08,22280,1
2011-04-09,22280,1
2011-04-10,22280,1
2011-04-11,22280,1
2011-04-12,22280,1
2011-04-13,22280,1
2011-04-14,22280,1
2011-04-15,22280,1
2011-04-16,22280,1
2011-04-17,22280,1
2011-04-18,22280,1
2011-04-19,22280,13
2011-04-20,22280,1
2011-04-21,22280,1
2011-04-22,22280,1
2011-04-23,22280,1
2011-04-24,22280,1
2011-04-25,22280,1
2011-04-26,22280,1
2011-04-27,22280,1
2011-04-28,22280,1
2011-04-29,22280,1
2011-04-30,22280,1
2011-05-01,22280,1
2011-05-02,22280,1
2011-05-03,22280,1
2011-05-04,22280,25
2011-05-05,22280,1
2011-05-06,22280,1
2011-05-07,22280,1
2011-05-08,22280,1
2011-05-09,22280,1
2011-05-10,22280,1
2011-05-11,22280,1
2011-05-12,22280,2
2011-05-13,22280,1
2011-05-14,22280,1
2011-05-15,22280,1
2011-05-16,22280,1
2011-05-17,22280,1
2011-05-18,22280,1
2011-05-19,22280,1
2011-05-20,22280,1
2011-05-21,22280,1
2011-05-22,22280,1
2011-05-23,22280,1
2011-05-24,22280,1
2011-05-25,22280,1
2011-05-26,22280,1
2011-05-27,22280,1
2011-05-28,22280,1
2011-05-29,22280,1
2011-05-30,22280,1
2011-05-31,22280,1
2011-06-01,22280,1
2011-06-02,22280,1
2011-06-03,22280,1
2011-06-04,22280,1
2011-06-05,22280,13
2011-06-06,22280,1
2011-06-07,22280,13
2011-06-08,22280,13
2011-06-09,22280,1
2011-06-10,22280,1
2011-06-11,22280,1
2011-06-12,22280,1
2011-06-13,22280,1
2011-06-14,22280,1
2011-06-15,22280,1
2011-06-16,22280,1
2011-06-17,22280,1
2011-06-18,22280,1
2011-06-19,22280,1
2011-06-20,22280,13
2011-06-21,22280,1
2011-06-22,22280,1
2011-06-23,22280,1
2011-06-24,22280,1
2011-06-25,22280,1
2011-06-26,22280,1
2011-06-27,22280,1
2011-06-28,22280,1
2011-06-29,22280,41
2011-06-30,22280,6
2011-07-01,22280,1
2011-07-02,22280,1
2011-07-03,22280,1
2011-07-04,22280,11
2011-07-05,22280,17
2011-07-06,22280,9
2011-07-07,22280,6
2011-07-08,22280,6
2011-07-09,22280,1
2011-07-10,22280,1
2011-07-11,22280,3
2011-07-12,22280,10
2011-07-13,22280,2
2011-07-14,22280,5
2011-07-15,22280,1
2011-07-16,22280,1
2011-07-17,22280,1
2011-07-18,22280,3
2011-07-19,22280,1
2011-07-20,22280,7
2011-07-21,22280,1
2011-07-22,22280,5
2011-07-23,22280,1
2011-07-24,22280,2
2011-07-25,22280,4
2011-07-26,22280,2
2011-07-27,22280,1
2011-07-28,22280,3
2011-07-29,22280,1
2011-07-30,22280,1
2011-07-31,22280,1
2011-08-01,22280,1
2011-08-02,22280,1
2011-08-03,22280,1
2011-08-04,22280,1
2011-08-05,22280,1
2011-08-06,22280,1
2011-08-07,22280,1
2011-08-08,22280,1
2011-08-09,22280,1
2011-08-10,22280,1
2011-08-11,22280,2
2011-08-12,22280,1
2011-08-13,22280,1
2011-08-14,22280,1
2011-08-15,22280,1
2011-08-16,22280,1
2011-08-17,22280,1
2011-08-18,22280,1
2011-08-19,22280,1
2011-08-20,22280,1
2011-08-21,22280,1
2011-08-22,22280,1
2011-08-23,22280,1
2011-08-24,22280,1
2011-08-25,22280,1
2011-08-26,22280,1
2011-08-27,22280,1
2011-08-28,22280,1
2011-08-29,22280,1
2011-08-30,22280,2
2011-08-31,22280,1
2011-09-01,22280,1
2011-09-02,22280,1
2011-09-03,22280,1
2011-09-04,22280,1
2011-09-05,22280,1
2011-09-06,22280,1
2011-09-07,22280,1
2011-09-08,22280,1
2011-09-09,22280,1
2011-09-10,22280,1
2011-09-11,22280,2
2011-09-12,22280,1
2011-09-13,22280,1
2011-09-14,22280,1
2011-09-15,22280,1
2011-09-16,22280,1
2011-09-17,22280,1
2011-09-18,22280,1
2011-09-19,22280,1
2011-09-20,22280,6
2011-09-21,22280,1
2011-09-22,22280,1
2011-09-23,22280,1
2011-09-24,22280,1
2011-09-25,22280,1
2011-09-26,22280,1
2011-09-27,22280,2
2011-09-28,22280,1
2011-09-29,22280,3
2011-09-30,22280,1
2011-10-01,22280,1
2011-10-02,22280,1
2011-10-03,22280,1
2011-10-04,22280,1
2011-10-05,22280,1
2011-10-06,22280,1
2011-10-07,22280,1
2011-10-08,22280,1
2011-10-09,22280,1
2011-10-10,22280,1
2011-10-11,22280,1
2011-10-12,22280,1
2011-10-13,22280,1
2011-10-14,22280,1
2011-10-15,22280,1
2011-10-16,22280,1
2011-10-17,22280,1
2011-10-18,22280,1
2011-10-19,22280,1
2011-10-20,22280,1
2011-10-21,22280,1
2011-10-22,22280,1
2011-10-23,22280,1
2011-10-24,22280,1
2011-10-25,22280,1
2011-10-26,22280,5
2011-10-27,22280,3
2011-10-28,22280,1
2011-10-29,22280,1
2011-10-30,22280,1
2011-10-31,22280,6
2011-11-01,22280,3
2011-11-02,22280,1
2011-11-03,22280,3
2011-11-04,22280,1
2011-11-05,22280,1
2011-11-06,22280,4
2011-11-07,22280,1
2011-11-08,22280,2
2011-11-09,22280,1
2011-11-10,22280,14
2011-11-11,22280,1
2011-11-12,22280,1
2011-11-13,22280,1
2011-11-14,22280,2
2011-11-15,22280,1
2011-11-16,22280,2
2011-11-17,22280,1
2011-11-18,22280,1
2011-11-19,22280,1
2011-11-20,22280,1
2011-11-21,22280,13
2011-11-22,22280,1
2011-11-23,22280,1
2011-11-24,22280,2
2011-11-25,22280,6
2011-11-26,22280,1
2011-11-27,22280,1
2011-11-28,22280,1
2011-11-29,22280,4
2011-11-30,22280,4
2011-12-01,22280,1
2011-12-02,22280,1
2011-12-03,22280,1
2011-12-04,22280,1
2011-12-05,22280,2
2011-12-06,22280,1
2011-12-07,22280,1
2011-12-08,22280,3
2011-12-09,22280,5
2010-02-14,22376,5
2010-02-15,22376,3
2010-02-16,22376,2
2010-02-17,22376,1
2010-02-18,22376,5
2010-02-19,22376,2
2010-02-20,22376,1
2010-02-21,22376,1
2010-02-22,22376,1
2010-02-23,22376,1
2010-02-24,22376,1
2010-02-25,22376,3
2010-02-26,22376,1
2010-02-27,22376,1
2010-02-28,22376,1
2010-03-01,22376,2
2010-03-02,22376,5
2010-03-03,22376,3
2010-03-04,22376,14
2010-03-05,22376,3
2010-03-06,22376,1
2010-03-07,22376,1
2010-03-08,22376,1
2010-03-09,22376,2
2010-03-10,22376,2
2010-03-11,22376,1
2010-03-12,22376,1
2010-03-13,22376,1
2010-03-14,22376,2
2010-03-15,22376,1
2010-03-16,22376,4
2010-03-17,22376,1
2010-03-18,22376,1
2010-03-19,22376,3
2010-03-20,22376,1
2010-03-21,22376,2
2010-03-22,22376,1
2010-03-23,22376,1
2010-03-24,22376,1
2010-03-25,22376,1
2010-03-26,22376,1
2010-03-27,22376,1
2010-03-28,22376,1
2010-03-29,22376,13
2010-03-30,22376,1
2010-03-31,22376,2
2010-04-01,22376,1
2010-04-02,22376,1
2010-04-03,22376,1
2010-04-04,22376,1
2010-04-05,22376,1
2010-04-06,22376,2
2010-04-07,22376,1
2010-04-08,22376,3
2010-04-09,22376,1
2010-04-10,22376,1
2010-04-11,22376,1
2010-04-12,22376,1
2010-04-13,22376,1
2010-04-14,22376,5
2010-04-15,22376,1
2010-04-16,22376,1
2010-04-17,22376,1
2010-04-18,22376,1
2010-04-19,22376,7
2010-04-20,22376,3
2010-04-21,22376,1
2010-04-22,22376,1
2010-04-23,22376,1
2010-04-24,22376,1
2010-04-25,22376,1
2010-04-26,22376,3
2010-04-27,22376,1
2010-04-28,22376,3
