InvoiceDate,StockCode,TotalQuantity
2010-08-18,84923,1
2010-08-19,84923,1
2010-08-20,84923,1
2010-08-21,84923,1
2010-08-22,84923,1
2010-08-23,84923,1
2010-08-24,84923,1
2010-08-25,84923,1
2010-08-26,84923,1
2010-08-27,84923,1
2010-08-28,84923,1
2010-08-29,84923,1
2010-08-30,84923,1
2010-08-31,84923,3
2010-09-01,84923,2
2010-09-02,84923,1
2010-09-03,84923,1
2010-09-04,84923,1
2010-09-05,84923,1
2010-09-06,84923,1
2010-09-07,84923,4
2010-09-08,84923,2
2010-09-09,84923,1
2010-09-10,84923,1
2010-09-11,84923,1
2010-09-12,84923,1
2010-09-13,84923,3
2010-09-14,84923,1
2010-09-15,84923,1
2010-09-16,84923,1
2010-09-17,84923,2
2010-09-18,84923,1
2010-09-19,84923,1
2010-09-20,84923,1
2010-09-21,84923,4
2010-09-22,84923,1
2010-09-23,84923,1
2010-09-24,84923,1
2010-09-25,84923,1
2010-09-26,84923,1
2010-09-27,84923,2
2010-09-28,84923,3
2010-09-29,84923,1
2010-09-30,84923,1
2010-10-01,84923,1
2010-10-02,84923,1
2010-10-03,84923,1
2010-10-04,84923,1
2010-10-05,84923,1
2010-10-06,84923,1
2010-10-07,84923,1
2010-10-08,84923,1
2010-10-09,84923,1
2010-10-10,84923,1
2010-10-11,84923,1
2010-10-12,84923,3
2010-10-13,84923,2
2010-10-14,84923,1
2010-10-15,84923,1
2010-10-16,84923,1
2010-10-17,84923,1
2010-10-18,84923,1
2010-10-19,84923,2
2010-10-20,84923,1
2010-10-21,84923,2
2010-10-22,84923,1
2010-10-23,84923,1
2010-10-24,84923,1
2010-10-25,84923,1
2010-10-26,84923,1
2010-10-27,84923,2
2010-10-28,84923,1
2010-10-29,84923,1
2010-10-30,84923,1
2010-10-31,84923,1
2010-11-01,84923,2
2010-11-02,84923,1
2010-11-03,84923,1
2010-11-04,84923,3
2010-11-05,84923,1
2010-11-06,84923,1
2010-11-07,84923,1
2010-11-08,84923,2
2010-11-09,84923,1
2010-11-10,84923,1
2010-11-11,84923,1
2010-11-12,84923,3
2010-11-13,84923,1
2010-11-14,84923,1
2010-11-15,84923,6
2010-11-16,84923,2
2010-11-17,84923,1
2010-11-18,84923,2
2010-11-19,84923,1
2010-11-20,84923,1
2010-11-21,84923,1
2010-11-22,84923,2
2010-11-23,84923,1
2010-11-24,84923,1
2010-11-25,84923,1
2010-11-26,84923,1
2010-11-27,84923,1
2010-11-28,84923,1
2010-11-29,84923,1
2010-11-30,84923,1
2010-12-01,84923,3
2010-12-02,84923,1
2010-12-03,84923,2
2010-12-04,84923,1
2010-12-05,84923,1
2010-12-06,84923,8
2010-12-07,84923,4
2010-12-08,84923,1
2010-12-09,84923,1
2010-12-10,84923,1
2010-12-11,84923,1
2010-12-12,84923,1
2010-12-13,84923,5
2010-12-14,84923,1
2010-12-15,84923,1
2010-12-16,84923,1
2010-12-17,84923,4
2010-12-18,84923,1
2010-12-19,84923,1
2010-12-20,84923,4
2010-12-21,84923,1
2010-12-22,84923,1
2010-12-23,84923,2
2010-12-24,84923,1
2010-12-25,84923,1
2010-12-26,84923,1
2010-12-27,84923,1
2010-12-28,84923,1
2010-12-29,84923,1
2010-12-30,84923,1
2010-12-31,84923,1
2011-01-01,84923,1
2011-01-02,84923,1
2011-01-03,84923,1
2011-01-04,84923,1
2011-01-05,84923,2
2011-01-06,84923,1
2011-01-07,84923,5
2011-01-08,84923,1
2011-01-09,84923,1
2011-01-10,84923,3
2011-01-11,84923,1
2011-01-12,84923,2
2011-01-13,84923,3
2011-01-14,84923,1
2011-01-15,84923,1
2011-01-16,84923,1
2011-01-17,84923,4
2011-01-18,84923,1
2011-01-19,84923,6
2011-01-20,84923,1
2011-01-21,84923,1
2011-01-22,84923,1
2011-01-23,84923,1
2011-01-24,84923,3
2011-01-25,84923,1
2011-01-26,84923,1
2011-01-27,84923,1
2011-01-28,84923,1
2011-01-29,84923,1
2011-01-30,84923,1
2011-01-31,84923,1
2011-02-01,84923,1
2011-02-02,84923,8
2011-02-03,84923,1
2011-02-04,84923,1
2011-02-05,84923,1
2011-02-06,84923,1
2011-02-07,84923,2
2011-02-08,84923,2
2011-02-09,84923,1
2011-02-10,84923,1
2011-02-11,84923,1
2011-02-12,84923,1
2011-02-13,84923,1
2011-02-14,84923,2
2011-02-15,84923,1
2011-02-16,84923,1
2011-02-17,84923,1
2011-02-18,84923,1
2011-02-19,84923,1
2011-02-20,84923,1
2011-02-21,84923,2
2011-02-22,84923,2
2011-02-23,84923,2
2011-02-24,84923,1
2011-02-25,84923,1
2011-02-26,84923,1
2011-02-27,84923,1
2011-02-28,84923,2
2011-03-01,84923,1
2011-03-02,84923,1
2011-03-03,84923,1
2011-03-04,84923,2
2011-03-05,84923,1
2011-03-06,84923,1
2011-03-07,84923,1
2011-03-08,84923,1
2011-03-09,84923,3
2011-03-10,84923,1
2011-03-11,84923,5
2011-03-12,84923,1
2011-03-13,84923,1
2011-03-14,84923,1
2011-03-15,84923,1
2011-03-16,84923,1
2011-03-17,84923,1
2011-03-18,84923,1
2011-03-19,84923,1
2011-03-20,84923,1
2011-03-21,84923,1
2011-03-22,84923,1
2011-03-23,84923,1
2011-03-24,84923,1
2011-03-25,84923,1
2011-03-26,84923,1
2011-03-27,84923,1
2011-03-28,84923,1
2011-03-29,84923,1
2011-03-30,84923,1
2011-03-31,84923,2
2011-04-01,84923,1
2011-04-02,84923,1
2011-04-03,84923,1
2011-04-04,84923,1
2011-04-05,84923,1
2011-04-06,84923,1
2011-04-07,84923,1
2011-04-08,84923,2
2011-04-09,84923,1
2011-04-10,84923,1
2011-04-11,84923,1
2011-04-12,84923,1
2011-04-13,84923,1
2011-04-14,84923,1
2011-04-15,84923,1
2011-04-16,84923,1
2011-04-17,84923,1
2011-04-18,84923,1
2011-04-19,84923,1
2011-04-20,84923,1
2011-04-21,84923,1
2011-04-22,84923,1
2011-04-23,84923,1
2011-04-24,84923,1
2011-04-25,84923,1
2011-04-26,84923,1
2011-04-27,84923,1
2011-04-28,84923,3
2011-04-29,84923,1
2011-04-30,84923,1
2011-05-01,84923,1
2011-05-02,84923,1
2011-05-03,84923,1
2011-05-04,84923,1
2011-05-05,84923,1
2011-05-06,84923,3
2011-05-07,84923,1
2011-05-08,84923,1
2011-05-09,84923,1
2011-05-10,84923,2
2011-05-11,84923,1
2011-05-12,84923,1
2011-05-13,84923,1
2011-05-14,84923,1
2011-05-15,84923,1
2011-05-16,84923,1
2011-05-17,84923,1
2011-05-18,84923,1
2011-05-19,84923,1
2011-05-20,84923,1
2011-05-21,84923,1
2011-05-22,84923,1
2011-05-23,84923,1
2011-05-24,84923,1
2011-05-25,84923,1
2011-05-26,84923,1
2011-05-27,84923,1
2011-05-28,84923,1
2011-05-29,84923,1
2011-05-30,84923,1
2011-05-31,84923,1
2011-06-01,84923,1
2011-06-02,84923,1
2011-06-03,84923,1
2011-06-04,84923,1
2011-06-05,84923,1
2011-06-06,84923,1
2011-06-07,84923,1
2011-06-08,84923,1
2011-06-09,84923,1
2011-06-10,84923,1
2011-06-11,84923,1
2011-06-12,84923,1
2011-06-13,84923,1
2011-06-14,84923,1
2011-06-15,84923,1
2011-06-16,84923,1
2011-06-17,84923,1
2011-06-18,84923,1
2011-06-19,84923,1
2011-06-20,84923,1
2011-06-21,84923,1
2011-06-22,84923,1
2011-06-23,84923,2
2011-06-24,84923,2
2011-06-25,84923,1
2011-06-26,84923,1
2011-06-27,84923,1
2011-06-28,84923,1
2011-06-29,84923,1
2011-06-30,84923,3
2011-07-01,84923,1
2011-07-02,84923,1
2011-07-03,84923,1
2011-07-04,84923,1
2011-07-05,84923,2
2011-07-06,84923,1
2011-07-07,84923,1
2011-07-08,84923,1
2011-07-09,84923,1
2011-07-10,84923,1
2011-07-11,84923,1
2011-07-12,84923,1
2011-07-13,84923,1
2011-07-14,84923,1
2011-07-15,84923,1
2011-07-16,84923,1
2011-07-17,84923,1
2011-07-18,84923,2
2011-07-19,84923,1
2011-07-20,84923,4
2011-07-21,84923,1
2011-07-22,84923,1
2011-07-23,84923,1
2011-07-24,84923,1
2011-07-25,84923,1
2011-07-26,84923,4
2011-07-27,84923,1
2011-07-28,84923,1
2011-07-29,84923,1
2011-07-30,84923,1
2011-07-31,84923,1
2011-08-01,84923,2
2011-08-02,84923,1
2011-08-03,84923,2
2011-08-04,84923,1
2011-08-05,84923,1
2011-08-06,84923,1
2011-08-07,84923,1
2011-08-08,84923,1
2011-08-09,84923,1
2011-08-10,84923,1
2011-08-11,84923,1
2011-08-12,84923,3
2011-08-13,84923,1
2011-08-14,84923,1
2011-08-15,84923,1
2011-08-16,84923,1
2011-08-17,84923,1
2011-08-18,84923,1
2011-08-19,84923,1
2011-08-20,84923,1
2011-08-21,84923,1
2011-08-22,84923,1
2011-08-23,84923,1
2011-08-24,84923,1
2011-08-25,84923,1
2011-08-26,84923,1
2011-08-27,84923,1
2011-08-28,84923,1
2011-08-29,84923,1
2011-08-30,84923,6
2011-08-31,84923,1
2011-09-01,84923,1
2011-09-02,84923,1
2011-09-03,84923,1
2011-09-04,84923,1
2011-09-05,84923,1
2011-09-06,84923,1
2011-09-07,84923,4
2011-09-08,84923,2
2011-09-09,84923,2
2011-09-10,84923,1
2011-09-11,84923,1
2011-09-12,84923,1
2011-09-13,84923,1
2011-09-14,84923,1
2011-09-15,84923,4
2011-09-16,84923,1
2011-09-17,84923,1
2011-09-18,84923,1
2011-09-19,84923,1
2011-09-20,84923,1
2011-09-21,84923,3
2011-09-22,84923,1
2011-09-23,84923,3
2011-09-24,84923,1
2011-09-25,84923,1
2011-09-26,84923,1
2011-09-27,84923,1
2011-09-28,84923,1
2011-09-29,84923,1
2011-09-30,84923,1
2011-10-01,84923,1
2011-10-02,84923,1
2011-10-03,84923,1
2011-10-04,84923,1
2011-10-05,84923,1
2011-10-06,84923,1
2011-10-07,84923,1
2011-10-08,84923,1
2011-10-09,84923,1
2011-10-10,84923,2
2011-10-11,84923,5
2011-10-12,84923,1
2011-10-13,84923,1
2011-10-14,84923,5
2011-10-15,84923,1
2011-10-16,84923,1
2011-10-17,84923,1
2011-10-18,84923,3
2011-10-19,84923,1
2011-10-20,84923,1
2011-10-21,84923,1
2011-10-22,84923,1
2011-10-23,84923,1
2011-10-24,84923,6
2011-10-25,84923,1
2011-10-26,84923,1
2011-10-27,84923,1
2011-10-28,84923,1
2011-10-29,84923,1
2011-10-30,84923,1
2011-10-31,84923,6
2011-11-01,84923,1
2011-11-02,84923,2
2011-11-03,84923,4
2011-11-04,84923,1
2011-11-05,84923,1
2011-11-06,84923,1
2011-11-07,84923,1
2011-11-08,84923,3
2011-11-09,84923,2
2011-11-10,84923,1
2011-11-11,84923,3
2011-11-12,84923,1
2011-11-13,84923,1
2011-11-14,84923,1
2011-11-15,84923,3
2011-11-16,84923,5
2011-11-17,84923,2
2011-11-18,84923,1
2011-11-19,84923,1
2011-11-20,84923,1
2011-11-21,84923,1
2011-11-22,84923,1
2011-11-23,84923,1
2011-11-24,84923,2
2011-11-25,84923,1
2011-11-26,84923,1
2011-11-27,84923,1
2011-11-28,84923,4
2011-11-29,84923,6
2011-11-30,84923,1
2011-12-01,84923,2
2011-12-02,84923,2
2011-12-03,84923,1
2011-12-04,84923,1
2011-12-05,84923,2
2011-12-06,84923,1
2011-12-07,84923,1
2011-12-08,84923,6
2011-12-09,84923,4
